,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District
858,395,62,2,2,1,1,No,No,Yes,No,Campo Grande
9795,507,60,3,2,1,1,No,No,No,No,Vila Matilde
1383,900,45,1,2,1,1,Yes,Yes,Yes,No,Saúde
10410,170,57,2,1,0,1,No,No,No,No,Artur Alvim
10047,780,75,2,2,1,1,No,No,No,No,Vila Mariana
5184,600,62,2,2,1,1,Yes,No,Yes,Yes,Mooca
833,812,70,3,2,1,1,No,No,Yes,No,Campo Grande
2927,150,48,2,1,0,1,No,No,No,No,Artur Alvim
1614,650,74,1,2,1,1,No,No,Yes,No,Alto de Pinheiros
3797,1880,200,3,2,1,2,No,No,No,No,Moema
10581,650,74,3,2,1,2,No,No,No,No,Campo Grande
3356,660,74,2,1,0,2,No,No,No,No,Cambuci
213,1400,132,3,2,1,1,No,No,No,No,Iguatemi
2520,504,61,1,1,0,0,No,No,No,No,República
10667,1900,150,3,4,3,3,No,Yes,Yes,No,Moema
131,482,82,3,2,1,1,Yes,Yes,No,No,Cidade Líder
3087,0,50,2,1,0,1,No,No,No,No,Itaquera
4535,1400,138,2,3,2,2,No,No,Yes,No,Lapa
11190,2100,177,4,3,2,3,Yes,No,No,No,Brooklin
2524,574,41,1,1,0,1,Yes,No,Yes,No,República
3467,600,62,2,1,0,1,No,No,Yes,No,Campo Grande
9601,110,56,2,2,1,1,No,No,No,No,Artur Alvim
3800,7500,627,4,5,4,6,No,No,Yes,No,Moema
5193,1183,102,3,3,1,1,Yes,Yes,Yes,No,Mooca
448,0,63,3,2,1,1,No,No,No,No,São Lucas
9300,562,67,2,2,1,1,Yes,No,No,No,Casa Verde
3765,2741,250,4,2,1,2,No,No,No,No,Jardim Paulista
9930,1450,115,2,3,1,1,No,No,No,No,Jardim Paulista
699,294,57,2,2,1,1,No,No,Yes,No,Vila Prudente
9719,376,54,2,2,1,1,Yes,No,No,No,São Lucas
103,650,114,3,3,1,2,Yes,Yes,Yes,No,Carrão
10525,3200,228,4,3,2,4,Yes,Yes,Yes,No,Campo Belo
523,425,35,1,2,1,1,Yes,Yes,Yes,No,Tatuapé
3017,1030,126,3,4,3,2,No,No,Yes,No,Carrão
3851,700,60,2,2,1,1,No,No,No,No,Moema
1102,1150,90,2,2,1,2,No,Yes,No,No,Itaim Bibi
1821,429,54,2,2,1,1,No,No,Yes,No,Jaguaré
1415,350,49,2,2,1,1,Yes,No,Yes,No,Socorro
165,387,50,2,2,1,1,No,No,No,No,Cidade Tiradentes
10571,1020,120,3,3,2,2,No,No,Yes,No,Campo Grande
3308,900,77,3,1,0,2,No,No,No,No,Vila Prudente
10033,2900,221,3,1,3,3,No,No,Yes,No,Vila Mariana
5247,0,89,3,2,1,1,Yes,No,Yes,No,Mooca
9201,1000,130,3,2,1,3,No,No,Yes,No,Liberdade
3189,690,60,1,2,1,1,No,No,Yes,No,Tatuapé
9852,640,62,3,2,1,1,No,No,No,No,Campo Grande
10126,730,86,3,2,1,1,Yes,No,Yes,No,Freguesia do Ó
2555,970,42,1,2,1,1,No,No,Yes,No,Santa Cecília
3383,840,62,2,3,2,1,No,No,Yes,No,Campo Belo
3962,450,48,2,1,0,1,Yes,No,No,No,Sacomã
9733,260,47,2,2,1,1,Yes,No,Yes,No,São Mateus
2499,445,65,2,2,1,1,No,No,Yes,No,Pari
395,350,57,2,2,1,1,No,No,No,No,Sapopemba
625,412,54,2,2,1,1,No,No,No,No,Vila Jacuí
4791,770,78,3,3,2,2,Yes,No,Yes,No,Pirituba
3997,900,135,3,3,2,2,No,No,Yes,No,Santo Amaro
947,580,66,3,2,1,2,Yes,No,Yes,No,Cidade Ademar
761,550,50,2,2,1,1,No,No,No,No,Cambuci
3430,1700,194,3,5,4,4,No,No,No,No,Campo Belo
2739,477,44,1,1,0,1,No,Yes,Yes,No,Santana
9375,32,120,4,4,3,2,No,No,Yes,No,Mandaqui
1443,440,55,2,2,1,1,Yes,No,Yes,No,Vila Andrade
4039,800,49,2,1,0,1,No,Yes,Yes,No,Saúde
9393,450,44,1,2,1,1,Yes,No,Yes,No,Santana
645,0,53,2,2,1,1,Yes,No,No,No,Vila Jacuí
4866,1200,143,3,4,3,2,Yes,No,Yes,No,Vila Leopoldina
10201,237,51,2,2,1,1,Yes,No,No,No,Pirituba
4526,850,64,2,2,1,2,No,No,Yes,No,Lapa
1882,877,59,2,2,1,2,No,No,No,No,Lapa
4867,970,78,3,2,1,1,No,Yes,Yes,No,Vila Leopoldina
3802,2300,204,3,4,3,3,No,No,Yes,No,Moema
10749,2580,330,4,5,4,4,No,No,Yes,No,Santo Amaro
4147,925,82,3,2,1,2,Yes,No,Yes,No,Vila Mariana
2598,513,45,1,1,0,0,No,No,No,No,Sé
2541,4200,304,4,5,4,4,No,No,No,No,Santa Cecília
10438,500,52,2,1,0,1,No,No,No,No,Ermelino Matarazzo
2822,436,67,3,2,1,1,No,No,Yes,No,Tucuruvi
10823,1100,82,3,2,1,2,No,No,No,No,Vila Sônia
9367,1554,153,4,2,1,2,No,No,No,No,Mandaqui
9113,0,130,3,2,1,1,Yes,No,No,No,Bom Retiro
9553,550,79,3,2,1,2,Yes,Yes,No,No,Água Rasa
5375,700,84,3,2,1,2,No,No,Yes,No,Mooca
2286,640,65,3,2,1,1,No,No,Yes,No,Brás
4066,685,65,2,2,1,1,No,No,No,No,Saúde
2827,1160,85,3,2,1,2,No,Yes,No,No,Tucuruvi
10570,1400,110,3,2,1,2,No,No,Yes,No,Campo Grande
4207,816,75,3,1,0,1,Yes,No,Yes,No,Vila Sônia
3268,500,69,2,2,1,1,No,No,No,No,Vila Prudente
183,650,52,2,2,1,1,Yes,No,Yes,No,Ermelino Matarazzo
3316,800,126,3,2,1,1,No,No,No,No,Vila Prudente
4057,1000,101,2,3,2,2,No,No,Yes,No,Saúde
4709,650,60,2,2,1,1,No,Yes,No,No,Pinheiros
1169,540,64,3,2,1,1,Yes,No,Yes,No,Jardim Ângela
10264,972,120,3,2,1,1,No,No,No,No,Bela Vista
9698,60,30,1,2,1,1,No,No,No,No,Penha
10597,750,72,2,2,1,2,No,Yes,Yes,No,Ipiranga
9549,570,73,3,2,1,2,No,No,No,No,Água Rasa
9626,0,60,2,2,1,1,No,No,No,No,Belém
1711,609,55,2,2,1,1,No,No,No,No,Butantã
10263,5096,420,4,3,2,3,No,Yes,No,No,Bela Vista
1178,1246,105,3,3,1,1,Yes,No,No,No,Jardim Paulista
2129,509,58,2,1,0,1,No,No,Yes,No,Barra Funda
2532,486,41,1,1,0,1,No,No,Yes,No,República
397,650,95,3,1,2,2,Yes,No,Yes,No,Sapopemba
1291,270,70,2,3,2,2,No,Yes,Yes,No,Pedreira
3661,470,48,1,1,0,1,No,Yes,No,No,Jabaquara
3971,500,60,2,1,0,1,No,No,No,No,Sacomã
3458,1900,289,5,5,4,4,No,No,No,No,Campo Grande
1630,800,145,4,5,2,3,Yes,Yes,Yes,No,Anhanguera
3096,0,66,2,1,0,0,No,No,No,No,Itaquera
4087,677,73,3,1,0,1,No,No,No,No,Socorro
1289,600,75,2,2,1,1,Yes,No,Yes,No,Pedreira
9735,380,47,2,2,1,1,No,No,No,No,São Mateus
3747,1100,100,3,2,1,1,No,No,No,No,Jardim Paulista
10065,3099,420,4,6,4,5,No,No,Yes,No,Vila Sônia
901,199,48,2,2,1,1,No,No,No,No,Capão Redondo
3748,4300,300,4,5,4,4,No,No,No,No,Jardim Paulista
571,466,103,2,2,1,1,Yes,No,No,No,Vila Curuçá
11207,710,55,1,1,0,1,No,Yes,Yes,No,Brooklin
4545,770,100,2,2,1,2,No,Yes,Yes,No,Lapa
10301,250,50,1,1,0,0,No,No,No,No,Brás
3366,650,63,2,2,1,2,No,No,Yes,No,Cambuci
2309,450,46,3,2,1,1,No,No,Yes,No,Brás
10136,0,72,2,2,1,1,Yes,No,No,No,Jaguaré
10787,1024,79,3,2,0,1,No,No,No,No,Vila Andrade
9526,673,75,3,2,1,2,No,No,No,No,Medeiros
10761,680,72,3,2,0,1,Yes,No,Yes,No,Saúde
1874,950,122,3,3,1,1,No,No,No,No,Lapa
4452,750,77,3,2,1,2,No,No,Yes,No,Jaguaré
4704,1800,155,3,2,1,2,Yes,No,Yes,No,Pinheiros
2742,224,65,2,1,0,1,Yes,No,No,No,Santana
4335,550,63,3,2,1,1,No,No,No,No,Butantã
3271,436,54,2,1,0,0,No,No,No,No,Vila Prudente
11012,700,80,3,1,0,2,No,No,No,No,Vila Leopoldina
10523,1600,184,3,4,3,3,No,No,Yes,No,Campo Belo
2167,580,58,2,1,0,1,No,No,Yes,No,Barra Funda
3437,700,70,2,1,0,1,No,No,No,No,Campo Grande
9806,2500,276,3,4,3,4,Yes,No,No,No,Vila Prudente
10262,2000,200,3,4,3,3,No,Yes,Yes,No,Bela Vista
4470,550,55,2,1,0,1,No,Yes,Yes,No,Jaguaré
3525,940,104,2,2,1,2,No,Yes,Yes,No,Ipiranga
10918,280,60,2,1,0,0,No,No,No,No,Perdizes
3115,763,70,3,2,0,1,No,No,Yes,No,Penha
3952,650,74,3,2,1,2,No,No,No,No,Sacomã
1937,800,97,2,3,1,2,Yes,Yes,Yes,No,Perdizes
1321,496,55,2,2,1,1,Yes,No,No,No,Sacomã
1125,470,48,1,2,1,1,Yes,Yes,No,No,Jabaquara
2511,640,44,1,2,1,1,No,No,No,No,República
1527,1400,110,2,3,2,1,No,No,Yes,No,Vila Mariana
10384,700,90,3,3,2,2,No,No,Yes,No,Tucuruvi
4825,1550,234,5,5,4,3,No,No,No,No,Rio Pequeno
2458,2450,130,3,2,1,2,No,No,No,No,Liberdade
2495,527,50,1,1,0,1,No,No,No,No,Liberdade
9383,1627,157,3,3,1,3,Yes,No,Yes,No,Santana
3877,1600,177,4,4,3,3,No,No,Yes,No,Morumbi
10730,1007,117,3,2,1,2,No,No,Yes,No,Santo Amaro
1408,0,83,2,2,1,1,Yes,No,No,No,Socorro
3272,592,50,2,1,0,1,No,No,Yes,No,Vila Prudente
3137,658,76,3,1,0,1,No,No,No,No,Penha
10798,1400,208,3,4,3,3,No,No,Yes,No,Vila Mariana
2264,690,70,3,2,1,2,No,No,Yes,No,Bom Retiro
4478,580,54,2,1,0,1,No,No,No,No,Jaguaré
3749,1500,70,2,2,1,2,No,Yes,Yes,No,Jardim Paulista
2589,1025,90,3,2,1,2,No,No,No,No,Santa Cecília
1502,500,45,1,2,1,1,No,Yes,Yes,No,Vila Mariana
2538,2090,280,2,3,2,2,No,No,No,No,Santa Cecília
10099,480,50,2,2,1,1,No,Yes,Yes,No,Butantã
1320,662,58,2,2,1,1,No,No,Yes,No,Sacomã
4787,730,72,3,2,1,1,No,No,Yes,No,Pirituba
1233,4500,306,3,4,3,5,No,No,Yes,No,Moema
2236,365,50,1,1,0,0,Yes,Yes,No,No,Bela Vista
9568,800,83,3,2,1,2,Yes,No,Yes,No,Água Rasa
4777,440,55,2,1,0,0,Yes,No,Yes,No,Pirituba
1629,80,145,4,1,2,3,Yes,No,Yes,No,Anhanguera
9266,510,40,1,2,1,1,Yes,No,Yes,No,Santa Cecília
2789,770,43,1,1,0,1,No,No,No,No,Tucuruvi
123,290,46,2,2,1,1,Yes,No,No,No,Cidade Líder
2634,550,49,2,1,0,1,No,No,Yes,No,Casa Verde
4756,1600,107,2,3,2,2,No,No,Yes,No,Pirituba
1796,340,55,2,2,1,1,No,No,No,No,Jaguaré
3102,0,70,2,1,0,0,No,No,No,No,Itaquera
2710,1033,120,3,4,3,3,No,No,Yes,No,Mandaqui
9952,450,90,3,2,1,1,No,No,No,No,Moema
4600,550,50,2,1,0,1,Yes,No,No,No,Limão
4326,455,98,3,2,0,1,No,No,No,No,Butantã
5241,494,92,3,2,1,1,Yes,No,Yes,No,Mooca
10356,0,110,2,1,0,0,No,No,No,No,Casa Verde
765,1000,69,2,2,1,2,Yes,Yes,Yes,No,Cambuci
1409,320,60,2,2,1,1,Yes,Yes,No,No,Socorro
10420,440,61,1,1,0,0,No,No,Yes,No,Belém
2428,340,35,1,2,1,1,No,Yes,Yes,No,Consolação
9213,411,80,2,2,1,1,No,No,No,No,Pari
1745,400,60,2,2,1,1,No,No,No,No,Cachoeirinha
3336,550,65,2,1,0,1,No,No,Yes,No,Cambuci
4883,835,72,2,2,1,2,No,No,Yes,No,Vila Leopoldina
10729,500,46,1,1,0,1,No,No,No,No,Santo Amaro
10687,1600,160,3,4,3,3,No,Yes,Yes,No,Moema
9084,420,40,1,2,1,1,Yes,Yes,No,No,Bela Vista
4517,1100,127,2,3,2,2,No,Yes,Yes,No,Lapa
10444,794,80,3,2,1,1,No,No,Yes,No,Penha
1873,700,87,2,2,1,2,Yes,No,Yes,No,Lapa
2614,600,63,3,2,1,1,No,Yes,No,No,Casa Verde
2138,810,67,2,2,1,1,No,No,Yes,No,Barra Funda
798,650,35,1,2,1,1,Yes,Yes,Yes,No,Campo Belo
11136,2005,172,3,5,3,3,No,No,Yes,No,Brooklin
9862,250,44,2,2,1,1,No,No,No,No,Campo Limpo
9999,724,55,2,2,1,1,Yes,No,Yes,No,Saúde
626,0,54,2,2,1,1,No,No,No,No,Vila Jacuí
4591,636,80,3,1,0,1,No,No,Yes,No,Limão
10443,0,56,2,1,0,1,No,No,No,No,José Bonifácio
1616,1650,155,3,3,1,2,Yes,No,Yes,No,Alto de Pinheiros
1782,380,50,2,2,1,1,No,No,Yes,No,Freguesia do Ó
2206,2800,250,3,2,1,2,No,No,No,No,Bela Vista
1890,1100,133,3,4,3,2,No,No,No,No,Lapa
790,550,50,1,2,1,1,No,No,No,No,Cambuci
7,150,40,2,2,1,1,No,No,No,No,Artur Alvim
2414,571,55,1,1,0,1,No,No,Yes,No,Consolação
10899,768,93,3,2,1,2,No,No,Yes,No,Lapa
2276,1450,200,3,2,1,1,No,No,No,No,Bom Retiro
2960,1575,110,3,2,1,2,No,No,Yes,No,Belém
10377,1400,160,3,4,3,3,No,No,Yes,No,Santana
417,330,56,2,2,1,1,No,No,No,No,Sapopemba
742,3300,248,3,4,3,4,Yes,No,Yes,No,Cambuci
2127,660,52,3,2,1,1,Yes,Yes,Yes,No,Barra Funda
9206,793,90,3,2,1,3,Yes,No,Yes,No,Liberdade
4588,510,74,3,2,1,1,No,No,No,No,Limão
3593,1850,158,3,4,3,3,Yes,No,Yes,No,Itaim Bibi
1909,293,70,2,2,1,1,No,No,No,No,Limão
9161,688,35,1,2,1,1,Yes,No,Yes,No,Consolação
9334,420,70,2,2,1,2,No,No,No,No,Jaçanã
824,630,50,1,2,1,1,Yes,Yes,Yes,No,Campo Belo
10462,1400,224,4,4,3,4,No,No,Yes,No,Tatuapé
116,415,50,2,2,1,1,Yes,No,No,No,Cidade Líder
1481,1485,119,3,2,1,4,Yes,Yes,Yes,No,Vila Mariana
1904,480,70,3,2,1,1,No,No,Yes,No,Limão
3216,930,96,3,2,1,2,No,No,No,No,Tatuapé
10933,1583,135,3,4,3,3,No,No,Yes,No,Perdizes
4669,1590,136,3,4,3,2,No,No,Yes,No,Perdizes
10372,670,90,3,2,1,2,No,No,No,No,Santana
3799,820,95,3,2,1,1,No,Yes,No,No,Moema
1024,611,60,2,2,1,1,Yes,No,Yes,No,Cursino
592,650,70,3,2,1,1,No,No,No,No,Vila Formosa
10310,453,42,1,1,0,0,No,No,No,No,Consolação
10552,670,80,3,2,1,1,No,No,Yes,No,Campo Grande
2022,1050,86,2,2,1,1,Yes,No,No,No,Pirituba
3980,950,94,3,2,1,2,Yes,No,Yes,No,Santo Amaro
1107,686,65,3,2,1,1,No,No,No,No,Jabaquara
3825,0,74,3,2,1,1,No,No,Yes,No,Moema
2508,480,173,3,2,1,0,Yes,No,No,No,República
1797,420,53,2,2,1,1,Yes,No,Yes,No,Jaguaré
1508,805,92,3,2,1,1,Yes,No,No,No,Vila Mariana
127,442,67,2,2,1,1,No,No,No,No,Cidade Líder
4691,710,64,2,1,0,1,No,No,Yes,No,Pinheiros
10802,2700,250,4,5,4,4,No,No,No,No,Vila Mariana
2437,1556,110,3,2,1,1,Yes,No,No,No,Liberdade
403,279,56,2,2,1,1,No,No,No,No,Sapopemba
150,50,46,2,2,1,1,No,No,No,No,Cidade Tiradentes
10995,900,74,2,2,1,2,No,No,Yes,No,Vila Leopoldina
9429,680,85,3,2,1,1,No,No,Yes,No,Tremembé
9621,200,55,2,2,1,1,No,No,No,No,Artur Alvim
2444,456,45,1,1,0,1,No,No,No,No,Liberdade
2442,590,50,2,1,0,0,No,No,No,No,Liberdade
62,580,60,2,2,1,1,Yes,No,Yes,No,Cangaíba
2544,840,84,3,2,1,1,No,No,No,No,Santa Cecília
4191,1100,100,3,2,1,3,No,No,Yes,No,Vila Sônia
3109,0,56,2,1,0,1,No,No,No,No,José Bonifácio
3557,530,62,2,1,0,1,No,No,Yes,No,Ipiranga
5299,800,65,1,2,1,2,No,Yes,Yes,No,Vila Olimpia
10183,0,138,3,3,2,2,Yes,Yes,Yes,No,Pinheiros
10288,500,62,2,2,1,1,No,No,Yes,No,Bom Retiro
1576,620,64,3,2,1,1,Yes,No,No,No,Vila Sônia
3632,2800,107,3,3,1,2,Yes,No,No,No,Itaim Bibi
4708,1370,75,2,2,1,2,No,No,No,No,Pinheiros
3590,744,65,2,1,0,1,No,No,No,No,Itaim Bibi
3285,800,126,3,2,1,1,No,No,No,No,Vila Prudente
2153,620,58,2,1,0,1,Yes,No,Yes,No,Barra Funda
4332,618,68,2,2,0,1,No,No,Yes,No,Butantã
3676,550,55,2,1,0,1,No,No,Yes,No,Jabaquara
222,1080,131,3,3,1,1,Yes,No,No,No,Iguatemi
10900,15,40,2,1,0,0,No,No,No,No,Lapa
9802,592,50,2,2,1,1,Yes,No,Yes,No,Vila Prudente
120,0,64,3,2,1,1,No,No,No,No,Cidade Líder
9677,250,43,2,2,1,1,Yes,No,No,No,Itaim Paulista
2380,299,30,1,1,0,0,No,No,No,No,Consolação
3134,100,40,2,1,0,1,Yes,No,No,No,Penha
4289,398,50,2,1,0,1,Yes,No,No,No,Brasilândia
2283,670,56,2,1,0,1,Yes,No,Yes,No,Brás
181,0,50,2,2,1,1,Yes,No,Yes,No,Ermelino Matarazzo
4485,0,42,2,1,0,1,No,No,No,No,Jaraguá
968,0,55,3,2,1,1,Yes,No,No,No,Cidade Dutra
627,0,50,2,2,1,1,No,No,No,No,Vila Jacuí
9537,898,70,2,2,1,1,Yes,No,Yes,No,Medeiros
4765,160,50,2,1,0,1,No,No,No,No,Pirituba
3330,1350,90,3,2,1,1,No,No,No,No,Cambuci
10989,0,50,2,1,0,1,Yes,No,No,No,Rio Pequeno
3454,1345,163,3,4,3,3,No,Yes,Yes,No,Campo Grande
1365,0,55,1,2,1,1,Yes,Yes,Yes,No,Santo Amaro
9386,2000,66,3,2,1,1,No,No,No,No,Santana
4427,0,30,1,1,0,0,No,No,No,No,Freguesia do Ó
4006,1480,138,3,4,3,2,No,No,Yes,No,Santo Amaro
614,250,50,2,2,1,1,No,No,No,No,Vila Jacuí
9278,976,95,2,2,1,1,Yes,No,No,No,Santa Cecília
3078,270,41,3,1,0,1,No,No,No,No,Itaquera
266,420,47,2,2,1,1,Yes,No,No,No,Itaquera
3841,2750,100,2,2,1,1,No,Yes,Yes,No,Moema
3973,1053,97,2,2,1,2,No,No,Yes,No,Santo Amaro
1932,1275,150,3,4,1,2,Yes,No,No,No,Perdizes
2199,962,90,2,1,0,1,No,No,No,No,Bela Vista
3190,500,65,2,2,1,1,No,No,Yes,No,Tatuapé
1807,580,80,3,2,1,1,Yes,No,No,No,Jaguaré
225,1400,132,3,2,1,1,No,No,No,No,Iguatemi
4201,400,65,2,2,1,1,No,No,No,No,Vila Sônia
9500,0,80,3,2,1,1,No,No,No,No,Vila Maria
11152,3000,62,1,2,1,1,No,Yes,Yes,No,Vila Olimpia
4726,4500,332,3,4,3,4,No,No,Yes,No,Pinheiros
2068,830,122,2,4,2,2,Yes,No,Yes,No,Rio Pequeno
5210,705,65,2,2,1,2,No,No,No,No,Mooca
2098,890,85,3,3,1,2,Yes,No,Yes,No,Vila Leopoldina
1186,953,40,1,2,1,1,Yes,Yes,Yes,No,Jardim Paulista
2963,300,48,2,1,0,1,Yes,No,No,No,Belém
4038,0,130,3,4,3,3,No,No,Yes,No,Saúde
2489,608,45,1,1,0,0,No,No,No,No,Liberdade
9883,1000,142,3,5,3,2,Yes,Yes,Yes,No,Ipiranga
9747,0,50,1,2,1,1,No,No,No,No,São Miguel
9918,338,39,1,2,1,1,Yes,Yes,Yes,No,Jabaquara
4803,400,50,2,1,0,0,No,No,No,No,Pirituba
2186,340,35,1,2,1,1,No,Yes,Yes,No,Bela Vista
10532,1800,210,4,5,4,3,No,Yes,Yes,No,Campo Belo
2870,460,69,2,2,1,1,No,No,No,No,Vila Maria
2349,371,50,2,1,0,1,No,No,No,No,Brás
10212,750,135,3,3,1,2,Yes,No,Yes,No,Rio Pequeno
3730,1542,180,3,3,2,1,No,Yes,No,No,Jardim Paulista
9680,250,43,2,2,1,1,Yes,No,No,No,Itaim Paulista
284,198,57,2,2,1,1,No,No,No,No,Jardim Helena
9651,0,48,2,2,1,1,No,No,No,No,Cidade Tiradentes
3306,770,75,2,1,0,1,No,No,No,No,Vila Prudente
920,0,56,2,2,1,1,No,No,No,No,Capão Redondo
9425,145,70,2,2,1,1,No,No,No,No,Tremembé
10588,639,74,3,1,0,1,No,No,Yes,No,Cidade Ademar
10394,430,62,2,2,1,0,No,No,Yes,No,Vila Guilherme
4830,1155,172,3,4,3,3,Yes,No,No,No,Vila Leopoldina
9804,460,62,2,2,1,1,No,Yes,Yes,No,Vila Prudente
2392,650,35,1,2,1,1,Yes,Yes,Yes,No,Consolação
2354,0,65,1,1,0,1,No,Yes,No,No,Brás
11176,570,74,2,2,0,1,No,No,No,No,Mooca
922,0,52,2,2,1,1,No,No,Yes,No,Capão Redondo
10793,877,66,2,1,0,1,No,Yes,Yes,No,Vila Mariana
1402,1007,93,3,2,1,2,No,No,Yes,No,Saúde
10907,1400,138,2,3,2,2,No,No,Yes,No,Lapa
4263,786,74,1,2,1,1,Yes,Yes,No,No,Alto de Pinheiros
2469,680,36,1,1,0,1,Yes,No,No,No,Liberdade
2273,1379,150,3,2,1,1,No,No,No,No,Bom Retiro
10866,626,60,2,1,0,1,No,No,Yes,No,Butantã
4108,530,72,2,2,1,2,No,No,Yes,No,Vila Andrade
1546,384,50,2,2,1,1,Yes,No,Yes,No,Vila Sônia
617,0,40,2,2,1,1,No,No,No,No,Vila Jacuí
1092,1600,122,3,3,1,2,Yes,No,Yes,No,Itaim Bibi
4186,1100,100,3,2,1,3,No,No,Yes,No,Vila Sônia
612,60,40,1,2,1,1,No,No,No,No,Vila Formosa
885,430,47,2,2,1,1,No,No,No,No,Campo Limpo
9396,1000,123,2,2,1,3,Yes,No,Yes,No,Santana
5197,0,60,2,2,1,1,No,No,No,No,Mooca
10514,330,90,2,1,0,0,No,No,No,No,Cambuci
3444,1000,149,3,4,3,2,No,No,No,No,Campo Grande
777,280,36,1,2,1,1,No,No,No,No,Cambuci
1638,650,60,2,2,1,1,Yes,No,Yes,No,Anhanguera
9978,1250,160,3,3,1,2,No,No,Yes,No,Morumbi
3252,800,68,3,2,1,2,Yes,No,Yes,No,Vila Matilde
10680,2343,195,3,4,3,3,Yes,No,Yes,No,Moema
10937,1941,140,4,2,1,2,No,No,Yes,No,Perdizes
28,290,55,2,2,1,1,Yes,No,Yes,No,Belém
9514,1625,190,3,4,3,3,No,No,Yes,No,Medeiros
5406,588,80,2,3,2,2,No,Yes,Yes,No,Brooklin
3280,700,90,2,1,0,1,No,No,No,No,Vila Prudente
3604,1460,62,1,2,1,2,No,Yes,Yes,No,Itaim Bibi
9903,1200,60,2,3,2,2,No,No,Yes,No,Itaim Bibi
3393,870,75,2,2,0,1,No,No,No,No,Campo Belo
74,220,45,2,2,1,1,Yes,No,No,No,Cangaíba
4611,460,62,3,2,1,0,No,No,Yes,No,Limão
9301,1000,97,3,3,1,1,No,No,Yes,No,Casa Verde
4078,1800,170,4,2,1,2,No,No,Yes,No,Saúde
3505,540,55,2,1,0,1,No,No,No,No,Cursino
3143,1250,125,3,2,1,2,No,No,No,No,Penha
2609,400,42,1,1,0,1,No,No,No,No,Casa Verde
2227,340,35,1,2,1,1,No,Yes,Yes,No,Bela Vista
2002,450,53,2,2,1,1,Yes,No,No,No,Pirituba
10149,450,48,2,2,1,1,Yes,No,No,No,Lapa
1584,0,128,3,4,1,3,No,Yes,Yes,No,Alto de Pinheiros
1517,3320,222,4,5,4,9,Yes,No,Yes,No,Vila Mariana
4212,600,67,3,1,0,1,No,No,No,No,Vila Sônia
10333,574,45,1,1,0,1,Yes,No,Yes,No,República
3148,586,65,3,2,1,2,No,No,No,No,Penha
1072,1145,124,3,3,1,2,Yes,Yes,No,No,Itaim Bibi
2691,840,84,2,2,1,2,No,No,Yes,No,Mandaqui
1799,423,55,2,2,1,1,No,No,Yes,No,Jaguaré
2820,481,52,2,1,0,1,No,No,No,No,Tucuruvi
4242,2200,165,3,2,1,1,No,No,Yes,No,Alto de Pinheiros
2633,1800,95,4,3,2,2,No,No,Yes,No,Casa Verde
3958,325,49,2,1,0,1,No,No,No,No,Sacomã
3404,895,71,2,2,1,2,No,No,Yes,No,Campo Belo
9592,500,57,2,2,1,1,Yes,No,Yes,No,Aricanduva
4718,800,44,1,2,1,1,Yes,Yes,Yes,No,Pinheiros
10758,790,70,2,1,0,1,No,No,No,No,Saúde
3246,515,58,2,1,0,1,No,No,Yes,No,Vila Matilde
4505,540,56,2,1,0,1,Yes,No,Yes,No,Lapa
2684,611,70,2,1,0,1,No,No,No,No,Mandaqui
9615,190,56,2,2,1,1,No,No,No,No,Artur Alvim
115,0,65,3,2,1,1,No,No,No,No,Cidade Líder
4384,530,58,2,1,0,1,No,No,Yes,No,Freguesia do Ó
10913,596,78,3,2,1,2,No,No,Yes,No,Limão
10486,2000,267,4,3,2,3,No,No,Yes,No,Vila Prudente
3702,707,67,2,1,0,1,No,No,No,No,Jabaquara
3596,0,315,3,4,3,4,No,Yes,Yes,No,Itaim Bibi
9173,877,54,2,2,1,2,No,No,No,No,Consolação
337,0,45,2,2,1,1,No,No,No,No,Lajeado
2687,1500,143,3,2,1,3,No,No,Yes,No,Mandaqui
4142,0,95,2,2,1,2,No,No,No,No,Vila Mariana
4843,600,49,2,1,0,2,No,No,Yes,No,Vila Leopoldina
1973,911,88,1,2,1,2,No,No,Yes,No,Pinheiros
753,706,67,2,2,1,1,Yes,No,No,No,Cambuci
4558,120,50,2,1,0,0,No,No,No,No,Limão
1938,465,36,1,2,1,1,Yes,No,Yes,No,Perdizes
673,300,65,3,2,1,1,No,No,No,No,Vila Matilde
2712,600,70,3,2,1,1,Yes,No,Yes,No,Mandaqui
3511,751,110,3,2,1,2,No,No,Yes,No,Ipiranga
1201,4710,225,3,5,3,3,Yes,No,Yes,No,Jardim Paulista
4260,4000,290,3,4,3,4,No,No,Yes,No,Alto de Pinheiros
424,360,57,2,2,1,1,No,Yes,Yes,No,Sapopemba
4421,550,64,3,2,1,2,No,No,Yes,No,Freguesia do Ó
3715,900,49,1,1,0,1,No,Yes,Yes,No,Jardim Paulista
664,60,118,3,2,1,2,Yes,No,No,No,Vila Matilde
350,313,53,2,2,1,1,No,No,No,No,Penha
447,0,63,3,2,1,1,No,No,No,No,São Lucas
709,1200,122,3,2,1,3,Yes,No,Yes,No,Vila Prudente
1924,550,55,2,2,1,1,Yes,Yes,No,No,Limão
9714,450,50,2,2,1,1,Yes,No,Yes,No,São Lucas
1221,2900,165,3,5,3,3,No,No,Yes,No,Moema
3922,2750,516,4,5,4,4,No,No,Yes,No,Morumbi
